Name,Price,Producer,MPN,EAN,UPC,Ram Type,Size,Clock,Timings,Sticks,Product Page
Crucial Ballistix Sport LT series white,$79.58 USD,Crucial,BLS2K8G4D32AESCK,649528789068,,DDR4-3200,16 GB,3200,16-18-18,2,https://www.amazon.ca/dp/B07M9HZFP2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Crucial Ballistix Sport LT Series white DDR4-2400, CL16 - 16 GB Kit",,Crucial,BLS2C8G4D240FSC,649528774330,,DDR4-2400,16 GB,2400,16-16-16,2,
"Crucial Ballistix Sport LT Series white DDR4-2400, CL16 - 32 GB Kit",$148.3 USD,Crucial,BLS2C16G4D240FSC,649528774347,,DDR4-2400,32 GB,2400,16-16-16,2,https://www.amazon.ca/Ballistix-16GBx2-PC4-19200-288-Pin-BLS2K16G4D240FSC/dp/B01AG9EZ6E?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01AG9EZ6E
"Crucial Ballistix Sport LT Series white DDR4-2400, CL16 - 8 GB Kit",$40.19 USD,Crucial,BLS2C4G4D240FSC,649528774323,,DDR4-2400,8 GB,2400,16-16-16,2,https://www.amazon.ca/dp/B01AG9F0G8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Crucial Ballistix Sport LT Series white, DDR4-2400, CL16 - 8 GB",$63.12 USD,Crucial,BLS8G4D240FSC,649528774248,,DDR4-2400,8 GB,2400,16-16-16,1,https://www.amazon.ca/dp/B0198QDLXO?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Crucial Ballistix Sport LT white DDR4-2666 CL16,,Ballistix,BLS2C8G4D26BFSC,649528781789,,DDR4-2666,16 GB,2666,,2,
"Crucial Ballistix Sport Series DDR4-2400, CL16 - 8 GB Kit",,Crucial,BLS2C4G4D240FSA,649528769794,,DDR4-2400,8 GB,2400,16-16-16,2,
Crucial Ballistix Sport XT DDR3-1866 CL10,,Ballistix,BLS8G3D18ADS3CEU,649528765178,,DDR3-1866,8 GB,1866,,1,
Crucial Ballistix Tactical DDR3-1866 CL9,,Ballistix,BLT4G3D1869DT1TX0CEU,649528757418,,DDR3-1866,4 GB,1866,,1,
Crucial Ballistix Tactical DDR4-2666 CL16,,Ballistix,BLT4C8G4D26AFTA,649528771278,,DDR4-2666,32 GB,2666,,4,
Crucial Ballistix Tactical DDR4-3000 CL15,$34.61 USD,Ballistix,BLT4G4D30AETA,649528778772,,DDR4-3000,4 GB,3000,,1,https://www.amazon.ca/Ballistix-Tactical-Single-PC4-24000-288-Pin/dp/B01GZ1MW2Q?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01GZ1MW2Q
Crucial Ballistix Tactical LP DDR3-1600 CL8,,Ballistix,BLT8G3D1608ET3LX0CEU,649528762924,,DDR3-1600,8 GB,1600,,1,
"Crucial Ballistix Tactical, DDR4-3000, CL16 - 16 GB Kit",$207.45 USD,Crucial,BLT2C8G4D30AETA,649528778833,,DDR4-3000,16 GB,3000,16,2,https://www.amazon.ca/Ballistix-Tactical-PC4-21300-288-Pin-Memory/dp/B01HDUVNRI?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HDUVNRI
Crucial DDR4-2133 CL15,,Crucial,CT4G4DFS8213,649528768421,,DDR4-2133,4 GB,2133,,1,
Crucial DDR5-4800,$29.12 USD,Crucial,CT2K8G48C40U5,649528905611,,DDR5-4800,16 GB,4800,40-39-39,2,https://www.amazon.ca/dp/B09HWFZZM4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Crucial Value Series DDR4-2133, CL15 - 16 GB Kit",,Crucial,CT2K8G4DFD8213,649528768469,,DDR4-2133,16 GB,2133,15,2,
"Crucial Value Series DDR4-2133, CL15 - 8 GB",,Crucial,CT8G4DFD8213,649528768452,,DDR4-2133,8 GB,2133,15,1,
G.Skill Aegis DDR4 DDR4-2133 16GB,,G.Skill,F4-2133C15D-16GIS,4719692009555,,DDR4-2133,16 GB,2133,15-15-15-35-2N,2,
G.Skill Aegis DDR4 DDR4-2133 32GB,,G.Skill,F4-2133C15D-32GIS,700115307444,700115307444.0,DDR4-2133,32 GB,2133,15-15-15-36-2N,2,
G.Skill Aegis DDR4 DDR4-2133 4GB,,G.Skill,F4-2133C15S-4GIS,4719692009517,,DDR4-2133,4 GB,2133,15-15-15-35-2N,1,
G.Skill Aegis DDR4 DDR4-2133 8GB,,G.Skill,F4-2133C15S-8GIS,848354019541,848354019541.0,DDR4-2133,8 GB,2133,15-15-15-35-2N,1,
G.Skill Aegis DDR4 DDR4-2400 16GB,,G.Skill,F4-2400C15D-16GIS,848354019640,848354019640.0,DDR4-2400,16 GB,2400,15-15-15-35-2N,2,
G.Skill Aegis DDR4 DDR4-2400 32GB,,G.Skill,F4-2400C15D-32GIS,848354019671,848354019671.0,DDR4-2400,32 GB,2400,15-15-15-35-2N,2,
G.Skill Aegis DDR4 DDR4-2400 4GB,,G.Skill,F4-2400C15S-4GIS,4719692009609,,DDR4-2400,4 GB,2400,15-15-15-35-2N,1,
G.Skill Aegis DDR4 DDR4-2400 8GB,$32.54 USD,G.Skill,F4-2400C15S-8GIS,848354019633,848354019633.0,DDR4-2400,8 GB,2400,15-15-15-35-2N,1,https://www.amazon.ca/dp/B01CBYMSRA?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
G.Skill Aegis DDR4 DDR4-3000 16GB,,G.Skill,F4-3000C16D-16GISB,848354023449,848354023449.0,DDR4-3000,16 GB,3000,16-18-18-38-2N,2,
G.Skill Aegis DDR4 DDR4-3000 8GB,,G.Skill,F4-3000C16S-8GISB,848354023432,848354023432.0,DDR4-3000,8 GB,3000,16-18-18-38-2N,1,
G.Skill Flare X (for AMD) DDR4-2133 16GB,,G.Skill,F4-2133C15D-16GFXR,848354025948,848354025948.0,DDR4-2133,16 GB,2133,15-15-15-35,2,
G.Skill Flare X Series,,G.Skill,F4-3200C14D-16GFX,4719692016201,,DDR4-3200,16 GB,3200,14-14-14-34,2,
"G.Skill Fortis Series black, DDR4-2133 für Ryzen, CL 15 - 16 GB Dual-Kit",,G.Skill,F4-2133C15D-16GFT,4719692015662,,DDR4-2133,16 GB,2133,15-15-15-35,2,
"G.Skill Fortis Series black, DDR4-2133 für Ryzen, CL 15 - 32 GB Dual-Kit",,G.Skill,F4-2133C15D-32GFT,4719692015686,,DDR4-2133,32 GB,2133,15-15-15-36,2,
"G.Skill Fortis Series black, DDR4-2133 für Ryzen, CL 15 - 64 GB Quad-Kit",,G.Skill,F4-2133C15Q-64GFT,4719692015693,,DDR4-2133,64 GB,2133,15-15-15-36,4,
G.Skill Ripjaws V DDR4-3200 16GB,,G.Skill,F4-3200C16D-16GVK,6907502583649,,DDR4-3200,16 GB,3200,16-16-16-36-2N,2,
G.Skill Ripjaws V DDR4-3200 32GB,,G.Skill,F4-3200C16D-32GVKA,848354018704,848354018704.0,DDR4-3200,32 GB,3200,16-16-16-36-2N,2,
G.Skill Ripjaws V DDR4-3200 64GB,,G.Skill,F4-3200C16Q-64GVK,4719692004697,,DDR4-3200,64 GB,3200,16-18-18-38-2N,4,
G.Skill Ripjaws V DDR4-3200 8GB,,G.Skill,F4-3200C16D-8GVK,848354014737,848354014737.0,DDR4-3200,8 GB,3200,16-16-16-36-2N,2,
G.Skill Ripjaws V DDR4-3400 16GB,,G.Skill,F4-3400C16D-16GVK,4719692006950,848354014812.0,DDR4-3400,16 GB,3400,16-18-18-38-2N,2,
G.Skill Ripjaws V DDR4-3400 32GB,,G.Skill,F4-3400C16D-32GVR,848354019695,848354019695.0,DDR4-3400,32 GB,3400,16-16-16-36-2N,2,
G.Skill Ripjaws V DDR4-3466 16GB,,G.Skill,F4-3466C16D-16GVK,848354018575,848354018575.0,DDR4-3466,16 GB,3466,16-18-18-38-2N,2,
G.Skill Ripjaws V DDR4-3600 16GB,,G.Skill,F4-3600C17D-16GVK,4719692008565,,DDR4-3600,16 GB,3600,17-18-18-38-2N,2,
G.Skill RipJaws V Series,,G.Skill,F4-3200C14D-16GVR,4719692009333,848354019336.0,DDR4-3200,16 GB,3200,14-14-14-34,2,
G.Skill Sniper DDR3-1866 CL9,,G. Skill,F3-1866C9D-16GSR,4711148599436,,DDR3-1866,16 GB,1866,,2,
G.Skill Sniper X Series,,G.Skill,F4-3200C16D-32GSXWB,4719692019677,,DDR4-3200,32 GB,3200,16-18-18-38,2,
G.Skill Trident Z DDR4-3200 16GB,,G.Skill,F4-3200C14D-16GTZ,848354019374,848354019374.0,DDR4-3200,16 GB,3200,14-14-14-34-2N,2,
G.Skill Trident Z DDR4-3200 32GB,,G.Skill,F4-3200C16D-32GTZ,848354016939,848354016939.0,DDR4-3200,32 GB,3200,16-18-18-38-2N,2,
G.Skill Trident Z DDR4-3200 64GB,,G.Skill,F4-3200C14Q-64GTZ,848354019268,848354019268.0,DDR4-3200,64 GB,3200,14-14-14-34-2N,4,
G.Skill Trident Z DDR4-3200 8GB,,G.Skill,F4-3200C16D-8GTZ,848354015499,848354015499.0,DDR4-3200,8 GB,3200,16-16-16-36-2N,2,
G.Skill Trident Z DDR4-3400 32GB,,G.Skill,F4-3400C16D-32GTZ,848354019718,848354019718.0,DDR4-3400,32 GB,3400,16-16-16-36-2N,2,
G.Skill Trident Z DDR4-3400 CL16,,G. Skill,F4-3400C16D-16GTZ,4719692006998,,DDR4-3400,16 GB,3400,,2,
G.Skill Trident Z DDR4-3466 16GB,,G.Skill,F4-3466C16D-16GTZ,848354015598,848354015598.0,DDR4-3466,16 GB,3466,16-18-18-38-2N,2,
G.Skill Trident Z DDR4-3466 32GB,,G.Skill,F4-3466C16D-32GTZSW,848354023548,848354023548.0,DDR4-3466,32 GB,3466,16-18-18-38-2N,2,
G.Skill Trident Z DDR4-3466 CL16,,G. Skill,F4-3466C16D-8GTZ,4719692005571,848354015574.0,DDR4-3466,8 GB,3466,,2,
G.Skill Trident Z DDR4-3600 16GB,,G.Skill,F4-3600C15D-16GTZ,4719692009890,,DDR4-3600,16 GB,3600,15-15-15-35-2N,2,
G.Skill Trident Z Neo Series,,G.Skill,F4-3600C16D-32GTZNC,4713294223463,,DDR4-3600,32 GB,3600,16-19-19-39,2,
G.Skill Trident Z RGB DDR4-3200 16GB,,G.Skill,F4-3200C14D-16GTZR,848354025177,848354025177.0,DDR4-3200,16 GB,3200,14-14-14-34,2,
G.Skill Trident Z RGB DDR4-3200 32GB,,G.Skill,F4-3200C14D-32GTZR,848354026204,848354026204.0,DDR4-3200,32 GB,3200,14-14-14-34,2,
G.Skill Trident Z RGB DDR4-3200 64GB,,G.Skill,F4-3200C14Q-64GTZR,848354025429,848354025429.0,DDR4-3200,64 GB,3200,14-14-14-34,4,
G.Skill Trident Z RGB DDR4-3466 16GB,,G.Skill,F4-3466C16D-16GTZR,848354025207,848354025207.0,DDR4-3466,16 GB,3466,16-18-18-38-2N,2,
G.Skill Trident Z RGB DDR4-3600 16GB,,G.Skill,F4-3600C16D-16GTZR,848354025221,848354025221.0,DDR4-3600,16 GB,3600,16-16-16-36-2N,2,
G.Skill Trident Z RGB Series,$122.38 USD,G.Skill,F4-3600C17D-16GTZR,4719692015235,848354025238.0,DDR4-3600,16 GB,3600,17-18-18-38,2,https://www.amazon.ca/dp/B01N4V82FW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
G.Skill Trident Z RGB Series für AMD,,G.Skill,F4-3200C16D-16GTZRX,4713294220592,,DDR4-3200,16 GB,3200,16-18-18-38,2,
G.Skill Trident Z RGB Series für AMD Ryzen,,G.Skill,F4-3600C18D-16GTZRX,4713294220462,,DDR4-3600,16 GB,3600,18-22-22-42,2,
G.Skill Trident Z Royal Series gold,,G.Skill,F4-3200C14D-16GTRG,4713294221971,,DDR4-3200,16 GB,3200,14-14-14-34,2,
G.Skill Trident Z Royal Series silver,,G.Skill,F4-3200C16D-16GTRS,4713294221919,848354031918.0,DDR4-3200,16 GB,3200,16-18-18-38,2,
G.Skill Trident Z Series,,G.Skill,F4-3200C16D-16GTZ,4719692005519,848354023289.0,DDR4-3200,16 GB,3200,16-16-16-36,2,
G.Skill Trident Z Series silver/red,,G.Skill,F4-3600C16D-16GTZ,4719692008725,848354018728.0,DDR4-3600,16 GB,3600,16-16-18-36,2,
"G.Skill Trident Z Series, DDR4-3000, CL14 - 64 GB Quad-Kit",,G.Skill,F4-3000C14Q-64GTZ,4719692008909,,DDR4-3000,64 GB,3000,14-14-14-34,4,
G.Skill Value DDR4-2133 8GB,,G.Skill,F4-2133C15S-8GNT,4719692001818,,DDR4-2133,8 GB,2133,15-15-15-35-2N,1,
G.Skill Value DDR4-2400 8GB,,G.Skill,F4-2400C15S-8GNS,4719692011015,,DDR4-2400,8 GB,2400,15-15-15-35-2N,1,
Gigabyte Aorus RGB Memory,,Gigabyte,GP-AR32C16S8K2HU416R,4719331804855,,DDR4-3200,16 GB,3200,16-18-18-38,2,
HyperX Fury blue DDR3-1600 CL10,$30.6 USD,HyperX,HX316C10F/4,740617230376,740617230376.0,DDR3-1600,4 GB,1600,,1,https://www.amazon.ca/dp/B00J8E92R6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
HyperX Fury blue DDR3-1866 CL10,$30.44 USD,HyperX,HX318C10F/4,740617230536,,DDR3-1866,4 GB,1866,,1,https://www.amazon.ca/dp/B00J8E91BI?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
HyperX Fury red DDR3-1600 CL10,$73.98 USD,HyperX,HX316C10FR/8,740617230468,,DDR3-1600,8 GB,1600,,1,https://www.amazon.ca/dp/B00J8E90NW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
HyperX Fury red DDR3-1866 CL10,$39.95 USD,HyperX,HX318C10FR/4,740617230611,,DDR3-1866,4 GB,1866,,1,https://www.amazon.ca/dp/B00J8E8YNE?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
HyperX Fury black DDR3-1600 CL10,$40.61 USD,HyperX,HX316C10FB/4,740617230390,740617230390.0,DDR3-1600,4 GB,1600,,1,https://www.amazon.ca/dp/B00J8E8ZWY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
HyperX Fury black DDR3-1866 CL10,$31.58 USD,HyperX,HX318C10FB/4,740617230550,,DDR3-1866,4 GB,1866,,1,https://www.amazon.ca/dp/B00J8E8Z06?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
HyperX Fury black DDR4-2133 CL14,,HyperX,HX421C14FBK4/32,740617240634,740617240634.0,DDR4-2133,32 GB,2133,,4,
HyperX Fury black DDR4-2400 CL15,,HyperX,HX424C15FBK4/32,740617240672,,DDR4-2400,32 GB,2400,,4,
HyperX Fury black DDR4-2666 CL15,,HyperX,HX426C15FBK4/16,740617240696,,DDR4-2666,16 GB,2666,,4,
HyperX Fury Series,,Kingston,HX432C18FB2K2/16,740617278149,,DDR4-3200,16 GB,3200,18-21-21,2,
"HyperX Fury Series, DDR4-2666, CL15 - 16 GB Kit",,HyperX,HX426C15FBK2/16,740617244403,,DDR4-2666,16 GB,2666,15-17-17,2,
"HyperX Fury Series, DDR4-2666, CL15 - 32 GB Kit",,HyperX,HX426C15FBK4/32,740617240702,,DDR4-2666,32 GB,2666,15-17-17,4,
HyperX Fury white DDR3-1600 CL10,$39.33 USD,HyperX,HX316C10FW/4,740617230499,,DDR3-1600,4 GB,1600,,1,https://www.amazon.ca/dp/B00J8E8Z42?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
HyperX Fury white DDR3-1866 CL10,$28.0 USD,HyperX,HX318C10FW/4,740617230659,,DDR3-1866,4 GB,1866,,1,https://www.amazon.ca/dp/B00J8E9398?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
HyperX Predator DDR3-1866 CL9,,HyperX,HX318C9PB3K4/32,740617258592,,DDR3-1866,32 GB,1866,,4,
HyperX Predator DDR4-3000 CL15,$160.34 USD,HyperX,HX430C15PB3K2/32,740617258509,740617258509.0,DDR4-3000,32 GB,3000,,1,https://www.amazon.ca/dp/B01GCWQ6AM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
HyperX Predator DDR4-3200 CL16,$83.52 USD,HyperX,HX432C16PB3K2/16,740617258462,740617258462.0,DDR4-3200,16 GB,3200,,2,https://www.amazon.ca/dp/B01GCWQ8VO?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
HyperX Savage DDR4-2666 CL15,,HyperX,HX426C15SBK8/128,740617249156,,DDR4-2666,128 GB,2666,,1,
HyperX Savage red DDR3-1600 CL9,,HyperX,HX316C9SRK4/32,740617234480,,DDR3-1600,32 GB,1600,,4,
HyperX Savage red DDR3-1866 CL9,,HyperX,HX318C9SRK4/32,740617234534,,DDR3-1866,32 GB,1866,,4,
HyperX Savage black DDR4-2133 CL13,,HyperX,HX421C13SB/8,740617248203,,DDR4-2133,8 GB,2133,,1,
HyperX Savage black DDR4-2400 CL12 XMP,,HyperX,HX424C12SB2K4/32,740617251128,,DDR4-2400,32 GB,2400,,4,
HyperX Savage black DDR4-2666 CL13 XMP,,HyperX,HX426C13SB2K2/8,740617250992,,DDR4-2666,8 GB,2666,,2,
INNO3D iChill Memory,,INNO3D,RCX2-16G3200A,4895223100059,,DDR4-3200,16 GB,3200,15-17-17-35,2,
Intenso Desktop Pro DDR4-2133 CL15,,Intenso,5641160,4034303024322,,DDR4-2133,8 GB,2133,,1,
Kingston Fury Beast,$70.99 USD,Kingston,KF548C38BB-16,740617324389,,DDR5-4800,16 GB,4800,38-38-38,1,https://www.amazon.ca/dp/B09KCMKL9Z?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Kingston Fury Beast Black,$63.09 USD,Kingston,KF552C40BB-16,740617324372,,DDR5-5200,16 GB,5200,40-39-39,1,https://www.amazon.ca/dp/B09KCM59ZK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Kingston Value DDR3-1600 CL11,$29.01 USD,Kingston,KVR16N11S8/4,740617207774,740617207774.0,DDR3-1600,4 GB,1600,,1,https://www.amazon.ca/dp/B008CP5QR2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Kingston Value DDR4-2133 CL15,,Kingston,KVR21N15D8/16,740617252002,,DDR4-2133,16 GB,2133,,1,
Kingston Value DDR4-2133 CL15 kit,,Kingston,KVR21N15D8K2/32,740617252729,,DDR4-2133,32 GB,2133,,1,
Kingston Value DDR4-2133 CL15 reg. ECC,,Kingston,KVR21R15D4/32,740617251203,740617251203.0,DDR4-2133,32 GB,2133,,1,
Kingston Value DDR4-2400 CL17,$42.7 USD,Kingston,KVR24N17S8/8,740617259643,740617259643.0,DDR4-2400,8 GB,2400,,1,https://www.amazon.ca/dp/B01GCWQGIY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Kingston Value DDR3-1600 CL11 ECC Modul,,Kingston,KVR16E11/8,740617208979,,DDR3-1600,8 GB,1600,,1,
Kingston ValueRAM,$157.25 USD,Kingston,KVR48U40BS8-16,740617325096,,DDR5-4800,16 GB,4800,40-39-39,1,https://www.amazon.ca/dp/B09KMD4BR4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Team Group Dark Pro Series grey, DDR4-3200, CL16 - 8 GB Kit",,Team Group,TDPGD48G3200HC16ADC01,765441629745,,DDR4-3200,8 GB,3200,16-16-16-36,2,
"Team Group Dark Pro Series red, DDR4-3000, CL15 - 16 GB Kit",,Team Group,TDPRD416G3000HC15ADC01,765441630147,,DDR4-3000,16 GB,3000,15-15-15-35,2,
"Team Group Dark Pro Series red, DDR4-3000, CL15 - 8 GB Kit",,Team Group,TDPRD48G3000HC15ADC01,765441630123,,DDR4-3000,8 GB,3000,15-15-15-35,2,
"Team Group Dark Pro Series red, DDR4-3200, CL16 - 8 GB Kit",,Team Group,TDPRD48G3200HC16ADC01,765441629738,,DDR4-3200,8 GB,3200,16-16-16-36,2,
"Team Group Dark Series blue, DDR4-2666, CL15 - 16 GB Kit",,Team Group,TDBED416G2666HC15AQC01,765441625389,,DDR4-2666,16 GB,2666,,4,
"Team Group Dark Series white, DDR4-3000, CL16 - 16 GB Kit",,Team Group,TDWED416G3000HC16AQC01,765441626119,,DDR4-3000,16 GB,3000,16-16-16-36,4,
"Team Group Elite Plus Series black, DDR4-2133, CL15 - 16 GB Kit",,Team Group,TPD416G2133HC15DC01,765441627307,,DDR4-2133,16 GB,2133,15-15-15-36,2,
"Team Group Elite Plus Series black, DDR4-2400, CL16 - 8 GB",,Team Group,TPKD48G2400HC1601,765441623644,,DDR4-2400,8 GB,2400,16-16-16-39,1,
"Team Group T-Force Dark grey, DDR4-3000, CL16 - 16 GB Kit",,Team Group,TDGED416G3000HC16CDC01,765441633896,,DDR4-3000,16 GB,3000,16-18-18-38,2,
"Team Group T-Force Dark red, DDR4-3000, CL16 - 16 GB Kit",,Team Group,TDRED416G3000HC16CDC01,765441633858,,DDR4-3000,16 GB,3000,16-18-18-38,2,
Team Group T-Force Nighthawk,,Team Group,THBD416G3200HC16CDC01,765441634299,,DDR4-3200,16 GB,3200,16-18-18-38,2,
"Team Group T-Force Nighthawk, blaue LED, DDR4-3000, CL16 - 16 GB Kit",,Team Group,THBD416G3000HC16CDC01,765441634282,,DDR4-3000,16 GB,3000,16-18-18-38,2,
"Team Group T-Force Nighthawk, blaue LED, DDR4-3200, CL16 - 32 GB Kit",,Team Group,THBD432G3200HC16CDC01,765441634312,,DDR4-3200,32 GB,3200,16-18-18-38,2,
"Team Group T-Force Nighthawk, rote LED, DDR4-3000, CL16 - 16 GB Kit",,Team Group,THRD416G3000HC16CDC01,765441634114,,DDR4-3000,16 GB,3000,16-18-18-38,2,
"Team Group T-Force Nighthawk, rote LED, DDR4-3200, CL16 - 16 GB Kit",,Team Group,THRD416G3200HC16CDC01,765441634145,,DDR4-3200,16 GB,3200,16-18-18-38,2,
"Team Group T-Force Nighthawk, rote LED, DDR4-3200, CL16 - 32 GB Kit",,Team Group,THRD432G3200HC16CDC01,765441634138,,DDR4-3200,32 GB,3200,16-18-18-38,2,
"Team Group T-Force Nighthawk, weiße LED, DDR4-3000, CL16 - 16 GB Kit",,Team Group,THWD416G3000HC16CDC01,765441634206,,DDR4-3000,16 GB,3000,16-18-18-38,2,
"Team Group T-Force Nighthawk, weiße LED, DDR4-3200, CL16 - 32 GB Kit",,Team Group,THWD432G3200HC16CDC01,765441634237,,DDR4-3200,32 GB,3200,16-18-18-38,2,
"Team Group Vulcan Series Gold, DDR4-3000, CL16 - 32 GB Kit",,Team Group,TLYED432G3000HC16AQC01,765441625273,,DDR4-3000,32 GB,3000,16-16-16-36,4,
"Team Group Vulcan Series white, DDR4-3000, CL16 - 16 GB Kit",,Team Group,TLWED416G3000HC16AQC01,765441626140,,DDR4-3000,16 GB,3000,16-16-16-36,4,
Thermaltake Toughram RGB DDR4-3200 CL16 - 16 GB Dual-Kit,$96.83 USD,Thermaltake,R009D408GX2-3200C16A,4713227522069,,DDR4-3200,16 GB,3200,16-18-18-38,2,https://www.amazon.ca/Thermaltake-TOUGHRAM-Motherboard-Syncable-R009D408GX2-3200C16A/dp/B07XVZHHXS?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07XVZHHXS
Thermaltake Toughram RGB DDR4-3600 CL18 - 16 GB Dual-Kit,$107.5 USD,Thermaltake,R009D408GX2-3600C18B,4713227522076,,DDR4-3600,16 GB,3600,18-22-22-42,2,https://www.amazon.ca/Thermaltake-TOUGHRAM-Motherboard-Syncable-R009D408GX2-3600C18B/dp/B07XVZWQLQ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07XVZWQLQ
ADATA Premier Series DDR3-1600 CL11,,Adata,AD3U1600W4G11-B,5712505187272,,DDR3-1600,4 GB,1600,,1,
ADATA XPC V1.0 DDR3-1600 CL9,,Adata,AX3U1600W8G9-DB,4713435798379,,DDR3-1600,16 GB,1600,,2,
ADATA XPG Gammix D10,,ADATA,AX4U300038G16-DRG,4713218462565,,DDR4-3000,16 GB,3000,16-17-17,2,
ADATA XPG Spectrix D40 RGB,,ADATA,AX4U300038G16-DRS,4713218462053,,DDR4-3000,16 GB,3000,16-17-17,2,
ADATA XPG Spectrix D50 Xtreme,,ADATA,AX4U500038G19M-DGM50X,4710273779980,,DDR4-5000,16 GB,5000,,2,
"Avexir Blitz Series, rote LED, DDR4-3200, CL16 - 16 GB Kit",,Avexir,AVD4UZ132001604G-4BZ1RR,711811368202,,DDR4-3200,16 GB,3200,,4,
"Avexir Core Series, blaue LED, DDR4-2400, CL16 - 4 GB",,Avexir,AVD4UZ124001604G-1COB,711811365690,,DDR4-2400,4 GB,2400,,1,
"Avexir Core Series, grüne LED, DDR4-2400, CL16 - 4 GB",,Avexir,AVD4UZ124001604G-1COG,711811367533,,DDR4-2400,4 GB,2400,16-16-16-36,1,
"Avexir Core Series, rote LED, DDR4-2400, CL16 - 16 GB Kit",,Avexir,AVD4UZ124001608G-2COR,711811366192,,DDR4-2400,16 GB,2400,,2,
"Avexir Core Series, weiße LED, DDR4-2400, CL16 - 16 GB Kit",,Avexir,AVD4UZ124001608G-2COW,711811366314,,DDR4-2400,16 GB,2400,,2,
"Avexir Core Series, weiße LED, DDR4-2400, CL16 - 4 GB",,Avexir,AVD4UZ124001604G-1COW,711811366260,,DDR4-2400,4 GB,2400,,1,
Ballistix Elite DDR4-2666 CL16,,Ballistix,BLE4G4D26AFEA,649528770516,,DDR4-2666,4 GB,2666,,1,
Ballistix Tactical DDR4-3000 CL15,$28.35 USD,Ballistix,BLT8G4D30AETA,649528778826,,DDR4-3000,8 GB,3000,,1,https://www.amazon.ca/dp/B01GZ1SPK4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair 16GB,$57.0 USD,Corsair,CMV16GX4M1A2133C15,4056572728169,843591069656.0,DDR4-2133,16 GB,2133,15-15-15-36,1,https://www.amazon.ca/dp/B0123ZCD36?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair 1GB DDR Memory,,Corsair,VS1GB333,5051964419556,870584002413.0,DDR1-333,1 GB,333,2.5-3-3-7,1,
Corsair 1GB DDR2 Memory,$17.97 USD,Corsair,VS1GB667D2,767873479875,767873479875.0,DDR2-667,1 GB,667,5-5-5-15,1,https://www.amazon.ca/Corsair-1x1GB-Desktop-Memory-VS1GB667D2/dp/B000A1GWQU?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B000A1GWQU
Corsair 1GB Dual Channel DDR Memory Kit,,Corsair,VS1GBKIT400,9858594494399,870584001539.0,DDR1-400,1 GB,400,2.5-3-3-8,2,
Corsair 2GB DDR2 Memory,$30.2 USD,Corsair,VS2GB800D2,843591004534,132018259542.0,DDR2-800,2 GB,800,5-5-5-18,1,https://www.amazon.ca/Corsair-Ddr2-2gb-800-Dimm/dp/B0027A632U?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0027A632U
